county,table,sector,description,direct,indirect,induced,total
Huron,Employment,396,44-45 Retail trade,0,-0.0079265652458269577,-0.085146890387630375,-0.093073455633457342
Huron,Employment,408,48-49 Transportation & Warehousing,0,-0.094684262489684368,-0.011426011177922359,-0.10611027366760671
Huron,Employment,417,51-56 Professional Services,0,-0.36971381310129448,-0.10166862387598721,-0.4713824369772816
Huron,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.069784932286112017,-0.22260079708417749,-0.29238572937028939
Huron,Employment,520,92 Government & non NAICs,0,-0.0014213826962544938,-0.0011191253368651745,-0.0025405080331196684
Ingham,Output,0,Total,-3921967.2999999998,-1210286.640845286,-1002684.0298688781,-6134937.970714163
Ingham,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-46.801431619300189,-250.19030541707079,-296.99173703637098
Ingham,Output,20,21 Mining,0,-1135.0197711302651,-480.59585612040519,-1615.6156272506705
Ingham,Output,41,22 Utilities,0,-6908.8747575100642,-4615.2150374860157,-11524.089794996082
Ingham,Output,52,23 Construction,0,-18861.913827868721,-11842.673512049489,-30704.587339918213
Ingham,Output,65,31-33 Manufacturing,0,-10254.781250380212,-6439.4199206231733,-16694.201171003384
Ingham,Output,395,42 Wholesale Trade,-3921967.2999999998,-52577.108703708742,-27972.09479055498,-4002516.5034942636
Ingham,Output,396,44-45 Retail trade,0,-9142.8026775645794,-103704.1164786093,-112846.9191561739
Ingham,Output,408,48-49 Transportation & Warehousing,0,-160843.55601265599,-19481.248935571773,-180324.80494822777
Ingham,Output,417,51-56 Professional Services,0,-873423.29617147462,-481843.34749251418,-1355266.6436639887
Ingham,Output,472,"61-72 Educational, Health, Recreation Service",0,-77092.486241373423,-346055.12753993168,-423147.61378130509
Ingham,Output,520,92 Government & non NAICs,0,0,0,0
Ingham,Employment,0,Total,-16.699386596679688,-9.2977219482311675,-8.5223251089455836,-34.519433653856446
Ingham,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00062193616602551833,-0.0039085711217720486,-0.0045305072877975666
Ingham,Employment,20,21 Mining,0,-0.0082099794939858462,-0.0033069184491291148,-0.011516897943114961
Ingham,Employment,41,22 Utilities,0,-0.010604380115020056,-0.0073432817495026025,-0.017947661864522658
Ingham,Employment,52,23 Construction,0,-0.11493041564825461,-0.069660800014084728,-0.18459121566233933
Ingham,Employment,65,31-33 Manufacturing,0,-0.060607746838883987,-0.01194172639331848,-0.07254947323220251
Ingham,Employment,395,42 Wholesale Trade,-16.699386596679688,-0.22386863109731628,-0.11910268031235796,-17.042357908089365
Ingham,Employment,396,44-45 Retail trade,0,-0.12098314525608522,-1.3469341324936361,-1.4679172777497214
Ingham,Employment,408,48-49 Transportation & Warehousing,0,-1.2698577961484172,-0.16337698616768681,-1.4332347823161042
Ingham,Employment,417,51-56 Professional Services,0,-6.2082599757077084,-1.9782368263518702,-8.1864968020595796
Ingham,Employment,472,"61-72 Educational, Health, Recreation Service",0,-1.2797779417594697,-4.8185131858922245,-6.0982911276516969
Ingham,Employment,520,92 Government & non NAICs,0,0,0,0
Ionia,Output,0,Total,-315921.03000000003,-54535.24507042476,-31744.109883021691,-402200.38495344651
Ionia,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-25.095480178828979,-157.40300165530877,-182.49848183413778
Ionia,Output,20,21 Mining,0,-83.777611386705559,-42.146396885288013,-125.92400827199359
Ionia,Output,41,22 Utilities,0,-4184.6175090383822,-1755.8149235955552,-5940.4324326339374
Ionia,Output,52,23 Construction,0,-1602.8703518298669,-568.67175542445091,-2171.5421072543177
Ionia,Output,65,31-33 Manufacturing,0,-400.01763561742513,-99.933352313861164,-499.95098793128608
Ionia,Output,395,42 Wholesale Trade,-315921.03000000003,-2316.5863033962087,-650.93810578276634,-318888.55440917902
Ionia,Output,396,44-45 Retail trade,0,-556.85189618058359,-4756.4152089516465,-5313.2671051322304
Ionia,Output,408,48-49 Transportation & Warehousing,0,-12906.502429860229,-1125.2107554045513,-14031.71318526478
Ionia,Output,417,51-56 Professional Services,0,-28740.267581337117,-15115.149642829356,-43855.417224166456
Ionia,Output,472,"61-72 Educational, Health, Recreation Service",0,-3718.6582715994123,-7472.4267401789066,-11191.085011778319
Ionia,Output,520,92 Government & non NAICs,0,0,0,0
Ionia,Employment,0,Total,-1.7563891410827637,-0.83265512543742704,-0.27994540779074145,-2.868989674310932
Ionia,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00019331276989549334,-0.0013091818808381563,-0.0015024946507336495
Ionia,Employment,20,21 Mining,0,-0.00050243671136214843,-0.00025187977495769398,-0.00075431648631984225
Ionia,Employment,41,22 Utilities,0,-0.0050750805586664352,-0.003059452661100926,-0.0081345332197673599
Ionia,Employment,52,23 Construction,0,-0.011605792169178973,-0.003934142279701674,-0.015539934448880646
Ionia,Employment,65,31-33 Manufacturing,0,-0.0029889542143364798,-0.00035178563088631885,-0.0033407398452227986
Ionia,Employment,395,42 Wholesale Trade,-1.7563891410827637,-0.012879253476866068,-0.0036189443276240631,-1.7728873388872537
Ionia,Employment,396,44-45 Retail trade,0,-0.0079896851797646717,-0.065606980747503457,-0.073596665927268115
Ionia,Employment,408,48-49 Transportation & Warehousing,0,-0.18015594524780981,-0.0092188159002939175,-0.1893747611481037
Ionia,Employment,417,51-56 Professional Services,0,-0.56820949652066621,-0.076886022875253868,-0.64509551939592003
Ionia,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.043055168588880685,-0.11570820171258139,-0.15876337030146201
Ionia,Employment,520,92 Government & non NAICs,0,0,0,0
Iosco,Output,0,Total,-173245.84,-33229.24408884767,-19878.17205183331,-226353.25614068098
Iosco,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-5.7548710444405495,-44.64483284052119,-50.399703884961738
Iosco,Output,20,21 Mining,0,-50.172311012205647,-32.164612354058285,-82.336923366263932
Iosco,Output,41,22 Utilities,0,-130.5866294563096,-115.11971123199236,-245.70634068830196
Iosco,Output,52,23 Construction,0,-1052.6053887074161,-342.02293650621959,-1394.6283252136354
Iosco,Output,65,31-33 Manufacturing,0,-487.42297549326042,-31.515046207693494,-518.93802170095375
Iosco,Output,395,42 Wholesale Trade,-173245.84,-2100.6497585487377,-570.5790257035901,-175917.06878425233
Iosco,Output,396,44-45 Retail trade,0,-425.05648088997441,-2750.3115605479225,-3175.3680414378973
Iosco,Output,408,48-49 Transportation & Warehousing,0,-7940.1906232536094,-573.60340010447885,-8513.7940233580885
Iosco,Output,417,51-56 Professional Services,0,-18442.811233255732,-8610.9627812688977,-27053.774014524632
Iosco,Output,472,"61-72 Educational, Health, Recreation Service",0,-2593.9938171859862,-6807.2481450679343,-9401.2419622539219
Iosco,Output,520,92 Government & non NAICs,0,0,0,0
Iosco,Employment,0,Total,-1.0324885845184326,-0.36595857403528292,-0.19299591719092163,-1.5914430757446374
Iosco,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00014192240583865061,-0.00085982156357194267,-0.0010017439694105933
Iosco,Employment,20,21 Mining,0,-0.00027907324409510146,-0.00017560584709776223,-0.00045467909119286374
Iosco,Employment,41,22 Utilities,0,-0.00021182753046507721,-0.00018673829196490919,-0.00039856582242998639
Iosco,Employment,52,23 Construction,0,-0.0077242880590807379,-0.0023986423342918701,-0.010122930393372608
Iosco,Employment,65,31-33 Manufacturing,0,-0.00378360214953768,-0.00020188505613350598,-0.0039854872056711886
Iosco,Employment,395,42 Wholesale Trade,-1.0324885845184326,-0.012519185533397714,-0.0034004643825934662,-1.0484082344344239
Iosco,Employment,396,44-45 Retail trade,0,-0.0057903930518609144,-0.037275385413333625,-0.043065778465194535
Iosco,Employment,408,48-49 Transportation & Warehousing,0,-0.060647377670307749,-0.0045075313998864473,-0.065154909070194195
Iosco,Employment,417,51-56 Professional Services,0,-0.23784962323521289,-0.041669757493027759,-0.27951938072824067
Iosco,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.037011281155486395,-0.10232008540902035,-0.13933136656450679
Iosco,Employment,520,92 Government & non NAICs,0,0,0,0
Iron,Output,0,Total,-84189.422000000006,-25777.606274912603,-10195.464841585712,-120162.49311649831
Iron,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-4.445554749038191,-40.665057336589683,-45.110612085627871
Iron,Output,20,21 Mining,0,-56.420477580033982,-28.042371433406725,-84.462849013440703
Iron,Output,41,22 Utilities,0,-529.29460546001587,-204.91111614196569,-734.20572160198162
Iron,Output,52,23 Construction,0,-592.68196550109531,-197.12478558843841,-789.80675108953369
Iron,Output,65,31-33 Manufacturing,0,-59.213928101847976,-22.70392137031315,-81.917849472161109
Iron,Output,395,42 Wholesale Trade,-84189.422000000006,-1133.9155990870058,-283.55628195899641,-85606.893881046009
Iron,Output,396,44-45 Retail trade,0,-238.41724976160975,-1347.1912168238478,-1585.6084665854578
Iron,Output,408,48-49 Transportation & Warehousing,0,-3701.1116280868519,-274.80269718897449,-3975.9143252758258
Iron,Output,417,51-56 Professional Services,0,-17435.659403218902,-4466.9610070708522,-21902.620410289743
Iron,Output,472,"61-72 Educational, Health, Recreation Service",0,-1552.2187040315746,-3107.9711121537262,-4660.1898161853005
Iron,Output,520,92 Government & non NAICs,0,-474.22715933462888,-221.5352745186008,-695.76243385322971
Iron,Employment,0,Total,-0.52367329597473145,-0.26406484635063499,-0.090044098282448276,-0.87778224060781473
Iron,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00011682748592106672,-0.0006580282319194929,-0.00077485571784055975
Iron,Employment,20,21 Mining,0,-0.00035847945806880466,-0.00017816841886570488,-0.00053664787693450961
Iron,Employment,41,22 Utilities,0,-0.00062820012083218224,-0.0002577188296843105,-0.00088591895051649274
Iron,Employment,52,23 Construction,0,-0.004389590608106393,-0.0014032378338475321,-0.0057928284419539256
Iron,Employment,65,31-33 Manufacturing,0,-0.00040420509473284384,-0.00010573989919355517,-0.00050994499392639911
Iron,Employment,395,42 Wholesale Trade,-0.52367329597473145,-0.0070531581479614802,-0.0017637708680567328,-0.53249022499074961
Iron,Employment,396,44-45 Retail trade,0,-0.0031528199802596949,-0.01805453782160242,-0.021207357801862114
Iron,Employment,408,48-49 Transportation & Warehousing,0,-0.051102368342885285,-0.0029621833540609374,-0.054064551696946225
Iron,Employment,417,51-56 Professional Services,0,-0.16362499846189632,-0.018342761584318568,-0.18196776004621496
Iron,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.031547771857996315,-0.045530136962201082,-0.077077908820197438
Iron,Employment,520,92 Government & non NAICs,0,-0.0016864267919746063,-0.00078781447869794453,-0.0024742412706725506
Isabella,Output,0,Total,-475861.63,-118368.13997172649,-81635.648220798044,-675865.41819252446
Isabella,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-20.978670631047116,-125.89742259282714,-146.87609322387431
Isabella,Output,20,21 Mining,0,-853.04679659603414,-403.35210899913108,-1256.3989055951654
Isabella,Output,41,22 Utilities,0,-339.95348366414663,-206.08951865804175,-546.04300232218839
Isabella,Output,52,23 Construction,0,-3131.050995876652,-1542.1312109854396,-4673.1822068620913
Isabella,Output,65,31-33 Manufacturing,0,-1161.2590252635566,-920.37719139779699,-2081.6362166613535
Isabella,Output,395,42 Wholesale Trade,-475861.63,-4613.5037713813945,-1763.4221865128336,-482238.55595789425
Isabella,Output,396,44-45 Retail trade,0,-952.25108351295216,-8851.3256156202115,-9803.576699133162
Isabella,Output,408,48-49 Transportation & Warehousing,0,-14943.938502457339,-2102.8166532975633,-17046.755155754901
Isabella,Output,417,51-56 Professional Services,0,-72818.971455746665,-37006.706946201739,-109825.6784019484
Isabella,Output,472,"61-72 Educational, Health, Recreation Service",0,-7526.0300210767809,-23868.087351554368,-31394.11737263115
Isabella,Output,520,92 Government & non NAICs,0,-12007.156165519915,-4845.4420149780872,-16852.598180498004
Isabella,Employment,0,Total,-2.4219162464141846,-0.99654875643357677,-0.75421036366891481,-4.1726753665166765
Isabella,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00041625821914611643,-0.0024548360664433636,-0.0028710942855894807
Isabella,Employment,20,21 Mining,0,-0.0082976392019467604,-0.0039209734605054492,-0.012218612662452206
Isabella,Employment,41,22 Utilities,0,-0.00031098615701293929,-0.000217172763207817,-0.00052815892022075629
Isabella,Employment,52,23 Construction,0,-0.019847826473908751,-0.0095561636691268992,-0.029403990143035651
Isabella,Employment,65,31-33 Manufacturing,0,-0.0064901373562167358,-0.0020034015843121717,-0.0084935389405289049
Isabella,Employment,395,42 Wholesale Trade,-2.4219162464141846,-0.023480606023934893,-0.008975005476797443,-2.454371857914917
Isabella,Employment,396,44-45 Retail trade,0,-0.013599704205223606,-0.12326233221624849,-0.1368620364214721
Isabella,Employment,408,48-49 Transportation & Warehousing,0,-0.14036575665974568,-0.018122151003969755,-0.15848790766371543
Isabella,Employment,417,51-56 Professional Services,0,-0.60156324444233933,-0.15079085350263646,-0.75235409794497599
Isabella,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.13037366570977937,-0.41400259856003374,-0.54437626426981311
Isabella,Employment,520,92 Government & non NAICs,0,-0.051802931984322634,-0.02090487536563328,-0.072707807349955911
Jackson,Output,0,Total,-2567222.2999999998,-590383.54180706688,-543288.50212740642,-3700894.3439344731
Jackson,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-28.58866459141246,-168.19971579584899,-196.78838038726144
Jackson,Output,20,21 Mining,0,-324.29522833374034,-233.80698985912611,-558.10221819286642
Jackson,Output,41,22 Utilities,0,-36385.980626088225,-23644.958245093112,-60030.93887118133
Jackson,Output,52,23 Construction,0,-12004.970736791227,-6876.55662198754,-18881.527358778767
Jackson,Output,65,31-33 Manufacturing,0,-3800.6293169270639,-798.15129340794817,-4598.7806103350113
Jackson,Output,395,42 Wholesale Trade,-2567222.2999999998,-56841.123038041405,-26043.680525985576,-2650107.1035640268
Jackson,Output,396,44-45 Retail trade,0,-5479.8817189320671,-62012.517775659959,-67492.399494592028
Jackson,Output,408,48-49 Transportation & Warehousing,0,-111910.92734449531,-15071.773744944969,-126982.70108944028
Jackson,Output,417,51-56 Professional Services,0,-317667.02182936308,-206642.91947777543,-524309.94130713865
Jackson,Output,472,"61-72 Educational, Health, Recreation Service",0,-45940.123303503344,-201795.93773689686,-247736.06104040018
Jackson,Output,520,92 Government & non NAICs,0,0,0,0
Jackson,Employment,0,Total,-12.485064506530762,-5.2802494666355919,-4.6703338224225988,-22.435647795588952
Jackson,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.0009056662016447087,-0.0048980450256073393,-0.0058037112272520484
Jackson,Employment,20,21 Mining,0,-0.0023099800188486909,-0.0013070644454481761,-0.0036170444642968668
Jackson,Employment,41,22 Utilities,0,-0.028628003248317057,-0.022460801061827157,-0.05108880431014421
Jackson,Employment,52,23 Construction,0,-0.082545006004647911,-0.045252957353024856,-0.12779796335767277
Jackson,Employment,65,31-33 Manufacturing,0,-0.027619877668802119,-0.0038922834136920722,-0.031512161082494175
Jackson,Employment,395,42 Wholesale Trade,-12.485064506530762,-0.27643304384093131,-0.1266571365206976,-12.88815468689239
Jackson,Employment,396,44-45 Retail trade,0,-0.071646655521791072,-0.80707382502406244,-0.8787204805458535
Jackson,Employment,408,48-49 Transportation & Warehousing,0,-1.1624604470197404,-0.14814642843203038,-1.3106068754517708
Jackson,Employment,417,51-56 Professional Services,0,-3.0431006994944454,-0.86809489354735647,-3.911195593041803
Jackson,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.58460008761642346,-2.6425503875988521,-3.2271504752152746
Jackson,Employment,520,92 Government & non NAICs,0,0,0,0
Kalamazoo,Output,0,Total,-6178875,-1659326.3419643862,-1820045.3398984992,-9658246.681862887
Kalamazoo,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-117.63064365616059,-717.1333896282066,-834.76403328436709
Kalamazoo,Output,20,21 Mining,0,-593.27789377106114,-352.42037178932918,-945.69826556039038
Kalamazoo,Output,41,22 Utilities,0,-42853.876365287077,-30615.560185613274,-73469.436550900355
Kalamazoo,Output,52,23 Construction,0,-34029.837552476238,-24099.656217509721,-58129.493769985958
